Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status,Observation
E01011405,Leeds 077E,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Employee: Part-time,6
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Employee: Full-time,0
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011405,Leeds 077E,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011405,Leeds 077E,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E01011405,Leeds 077E,Economically active and a full-time student,12
E01011405,Leeds 077E,Economically inactive: Retired,549
E01011405,Leeds 077E,Economically inactive: Student,39
E01011405,Leeds 077E,Economically inactive: Looking after home or family,35
E01011405,Leeds 077E,Economically inactive: Long-term sick or disabled,33
E01011405,Leeds 077E,Economically inactive: Other,18
E01011406,Leeds 057A,Does not apply,209
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Employee: Part-time,120
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Employee: Full-time,471
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,4
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,6
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,25
E01011406,Leeds 057A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,46
E01011406,Leeds 057A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011406,Leeds 057A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011406,Leeds 057A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E01011406,Leeds 057A,Economically active and a full-time student,18
E01011406,Leeds 057A,Economically inactive: Retired,312
E01011406,Leeds 057A,Economically inactive: Student,22
E01011406,Leeds 057A,Economically inactive: Looking after home or family,25
E01011406,Leeds 057A,Economically inactive: Long-term sick or disabled,17
E01011406,Leeds 057A,Economically inactive: Other,17
E01011407,Leeds 057B,Does not apply,231
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Employee: Part-time,155
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Employee: Full-time,441
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,3
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,12
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,37
E01011407,Leeds 057B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,57
E01011407,Leeds 057B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,31
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Employee: Part-time,13
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011407,Leeds 057B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011407,Leeds 057B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011407,Leeds 057B,Economically active and a full-time student,16
E01011407,Leeds 057B,Economically inactive: Retired,304
E01011407,Leeds 057B,Economically inactive: Student,51
E01011407,Leeds 057B,Economically inactive: Looking after home or family,32
E01011407,Leeds 057B,Economically inactive: Long-term sick or disabled,37
E01011407,Leeds 057B,Economically inactive: Other,20
E01011408,Leeds 057C,Does not apply,159
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Employee: Part-time,145
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Employee: Full-time,429
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,0
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,9
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,22
E01011408,Leeds 057C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,37
E01011408,Leeds 057C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16
E01011408,Leeds 057C,Economically active and a full-time student: In employment: Employee: Part-time,11
E01011408,Leeds 057C,Economically active and a full-time student: In employment: Employee: Full-time,5
E01011408,Leeds 057C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
